3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
3.6882385758855654E-15 1.311283616425872E-16 
